REACT_143738	MNXR78385
RXN-8189	MNXR77656
BR44139	MNXR71076
BR44138	MNXR56857
REACT_134824	MNXR657
REACT_134821	MNXR78770
BS371075	MNXR72572
BS371074	MNXR72571
BS371070	MNXR32776
BS371073	MNXR69518
17331	MNXR6876
BR49662_WOP	MNXR57516
REACT_47	MNXR341
11726	MNXR69637
11727	MNXR69637
11724	MNXR69637
11725	MNXR69637
11722	MNXR6117
11723	MNXR6117
11720	MNXR6117
11721	MNXR6117
11728	MNXR6860
11729	MNXR6860
R603-RXN	MNXR62114
ADPtx	MNXR506
16868	MNXR4790
REACT_113690	MNXR78294
REACT_113696	MNXR78472
REACT_113694	MNXR78239
REACT_112347	MNXR17690
REACT_112345	MNXR78295
REACT_112344	MNXR78382
REACT_112343	MNXR78215
REACT_105470	MNXR78556
REACT_105474	MNXR78540
REACT_157079	MNXR64229
REACT_115696	MNXR78232
REACT_115699	MNXR48587
RXN-12127	MNXR62551
REACT_102127	MNXR72542
REACT_102124	MNXR25524
REACT_116121	MNXR78760
3.12.1.1-RXN	MNXR7008
REACT_10080	MNXR64272
REACT_10081	MNXR1000
REACT_10086	MNXR78316
REACT_10087	MNXR78318
REACT_10084	MNXR64273
REACT_10085	MNXR5356
BS322733	MNXR71115
REACT_10089	MNXR5033
GLPT	MNXR69166
REACT_137701	MNXR25583
S6T12g	MNXR4710
RXN-12309	MNXR62582
RXN-12307	MNXR22061
RXN-12304	MNXR22060
RXN-12305	MNXR76869
RXN-12302	MNXR73579
RXN-12303	MNXR76873
RXN-12300	MNXR76872
RXN-12301	MNXR62580
REACT_78429	MNXR4653
REACT_104980	MNXR4654
REACT_104986	MNXR7299
REACT_104987	MNXR78548
rxn14313	MNXR7696
REACT_104985	MNXR25147
REACT_157441	MNXR78749
REACT_15471	MNXR78269
30851	MNXR2185
30850	MNXR69169
30853	MNXR2185
30852	MNXR2185
30855	MNXR8887
30854	MNXR2185
30857	MNXR8887
30856	MNXR8887
30859	MNXR69557
30858	MNXR8887
rxn14312	MNXR77157
REACT_108386	MNXR25007
REACT_108380	MNXR78637
REACT_108381	MNXR78440
REACT_6897	MNXR78725
REACT_147466	MNXR78310
REACT_108388	MNXR25216
REACT_6892	MNXR78484
REACT_147462	MNXR78879
REACT_132282	MNXR78854
PROGESTERONE-MONOOXYGENASE-RXN	MNXR76428
RXN3O-581	MNXR78078
REACT_103451	MNXR78428
REACT_104346	MNXR78341
REACT_103452	MNXR78492
UAG2Ei	MNXR55976
REACT_131955	MNXR78303
REACT_131950	MNXR4351
REACT_131953	MNXR78906
31711	MNXR9583
MANNITOL-2-DEHYDROGENASE-RXN	MNXR20535
ACOAO5p	MNXR431
6PGLter	MNXR288
3.1.11.4-RXN	MNXR61636
REACT_136077	MNXR78308
REACT_108714	MNXR78556
REACT_136073	MNXR78953
rxn02051	MNXR7656
rxn02050	MNXR9911
rxn02053	MNXR73979
rxn02052	MNXR7657
rxn02055	MNXR8061
rxn02054	MNXR7712
rxn02057	MNXR15182
REACT_98768	MNXR5053
REACT_98767	MNXR78275
rxn02058	MNXR6295
23PDE7pp	MNXR36
REACT_98761	MNXR55814
28498	MNXR22760
28499	MNXR22760
23149	MNXR4375
23148	MNXR4375
REACT_156714	MNXR57619
28495	MNXR75710
23145	MNXR65472
28497	MNXR75710
23143	MNXR3829
23142	MNXR3829
23141	MNXR3829
23140	MNXR3829
rxn10005	MNXR80467
rxn10007	MNXR67401
rxn10006	MNXR80468
rxn10001	MNXR80465
22238	MNXR6726
22239	MNXR6726
22236	MNXR6726
22237	MNXR6726
REACT_77555	MNXR78333
22235	MNXR8602
22232	MNXR8602
22233	MNXR8602
22230	MNXR26482
22231	MNXR26482
REACT_140168	MNXR78965
REACT_140169	MNXR78565
29221	MNXR79334
BR48501_WOP	MNXR71414
AP4AHr	MNXR734
2.5.1.58-RXN	MNXR61603
REACT_109034	MNXR78323
GLCAT4g	MNXR55573
24698	MNXR79295
24699	MNXR79295
24696	MNXR19115
REACT_157384	MNXR4186
24694	MNXR19115
24695	MNXR19115
24692	MNXR23734
REACT_106955	MNXR78544
24690	MNXR23734
4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	MNXR5495
3.2.1.74-RXN	MNXR76123
REACT_104849	MNXR657
REACT_100186	MNXR24902
REACT_100185	MNXR1811
CMPN	MNXR68554
rxn05722	MNXR27856
35578	MNXR63759
BR48368	MNXR71402
BR48369	MNXR8577
rxn05726	MNXR27860
rxn05727	MNXR79928
rxn05724	MNXR66742
rxn05725	MNXR27859
35571	MNXR63758
35570	MNXR79437
rxn05728	MNXR27862
35572	MNXR63758
35575	MNXR63759
35574	MNXR63758
35577	MNXR63759
35576	MNXR63759
REACT_99510	MNXR78403
VITD2tm	MNXR5331
REACT_125777	MNXR78631
REACT_125770	MNXR78635
REACT_125772	MNXR70581
REACT_140784	MNXR79012
REACT_140787	MNXR78564
REACT_140780	MNXR78534
REACT_140781	MNXR78823
rxn11756	MNXR75327
rxn11757	MNXR75328
rxn11754	MNXR71942
rxn11755	MNXR75326
rxn11752	MNXR80729
rxn11753	MNXR80730
rxn11750	MNXR75323
rxn11751	MNXR62134
21753	MNXR8638
rxn11758	MNXR75329
rxn11759	MNXR72147
REACT_106279	MNXR78400
27349	MNXR21295
27348	MNXR26644
HXPRT	MNXR69265
27341	MNXR26643
27343	MNXR26643
27342	MNXR26643
27345	MNXR26644
27344	MNXR26643
27347	MNXR26644
27346	MNXR26644
REACT_128071	MNXR78791
REACT_128075	MNXR78654
REACT_128078	MNXR78965
REACT_139396	MNXR78871
REACT_139393	MNXR78520
OXALATE-OXIDASE-RXN	MNXR6975
REACT_139390	MNXR78706
BS94272	MNXR14471
16133	MNXR4368
BS94276	MNXR14473
BS94274	MNXR14472
16328	MNXR71343
rxn04453	MNXR8375
rxn04452	MNXR16749
REACT_138626	MNXR78811
rxn04450	MNXR74779
UCR04208	MNXR69785
rxn04456	MNXR74781
rxn04455	MNXR4766
rxn04454	MNXR9228
REACT_966	MNXR78372
rxn04459	MNXR74783
rxn04458	MNXR60198
REACT_138629	MNXR3940
REACT_960	MNXR78300
REACT_130556	MNXR78776
rxn09128	MNXR69726
rxn09129	MNXR69727
rxn09120	MNXR4295
rxn09121	MNXR4294
rxn09122	MNXR4293
rxn09123	MNXR69721
rxn09124	MNXR69722
rxn09125	MNXR69723
rxn09126	MNXR69724
rxn09127	MNXR80400
H2CO3D	MNXR2856
REACT_130558	MNXR78308
rxn08839	MNXR69368
rxn08838	MNXR69367
rxn08835	MNXR69364
rxn08834	MNXR69363
rxn08837	MNXR69366
33134	MNXR65577
rxn08831	MNXR69360
rxn08830	MNXR69359
rxn08833	MNXR69362
33130	MNXR54928
REACT_146787	MNXR78613
REACT_146784	MNXR78250
RXN-10946	MNXR21118
DNDPt14m	MNXR55248
RXN-10947	MNXR16956
STS1	MNXR4940
STS2	MNXR4941
STS3	MNXR32435
STS4	MNXR55923
RXN-10944	MNXR33908
GALNACT2g	MNXR55535
RXN-10945	MNXR37342
REACT_132343	MNXR78772
RXN-10942	MNXR6331
FA180ACPtm	MNXR68840
NDPK3n	MNXR69531
NDPK3m	MNXR69531
3.2.1.158-RXN	MNXR72826
BR26145	MNXR70707
RXN-10940	MNXR62242
BR26140	MNXR69246
BR26141	MNXR6753
RXN-10941	MNXR7625
ACGAM1Ptex	MNXR68254
HCO3_NAt	MNXR69217
33793	MNXR19759
33792	MNXR19759
21145	MNXR70765
33790	MNXR59713
33797	MNXR11052
33796	MNXR11052
33795	MNXR11052
33794	MNXR19759
33799	MNXR58251
33798	MNXR11052
BS320448	MNXR10375
14GLUCANtexi	MNXR68118
21144	MNXR70765
UCR00230	MNXR4502
UCR00233	MNXR3439
R547-RXN	MNXR62113
REACT_29176	MNXR4455
30448	MNXR17716
30449	MNXR17716
UCR00239	MNXR32778
UCR00238	MNXR341
31799	MNXR6740
31798	MNXR19037
25296	MNXR657
BS320445	MNXR71033
31791	MNXR19032
31790	MNXR26812
31793	MNXR19032
31792	MNXR19032
31795	MNXR19037
31794	MNXR19032
21147	MNXR70765
31796	MNXR19037
RXN-11507	MNXR21528
LPLIPAL1A141pp	MNXR69333
REACT_159737	MNXR79095
REACT_159736	MNXR78904
REACT_159735	MNXR79003
REACT_159734	MNXR69562
SGDS	MNXR32394
BS386701	MNXR72994
BS386703	MNXR56761
BS386702	MNXR5828
BS386705	MNXR12677
BS386704	MNXR72995
BS386707	MNXR12678
BS386706	MNXR12678
BS386708	MNXR72996
RXN1G-811	MNXR24574
REACT_139777	MNXR5828
RXN1G-810	MNXR24573
HISt2rpp	MNXR2972
REACT_92120	MNXR50795
25293	MNXR648
ALATHRNaEx	MNXR633
rxn06039	MNXR73801
rxn06038	MNXR6908
rxn06033	MNXR72266
rxn06032	MNXR73150
rxn06031	MNXR79984
rxn06037	MNXR2910
rxn06036	MNXR27947
rxn06035	MNXR59282
rxn06034	MNXR26307
REACT_77941	MNXR78296
32270	MNXR26829
REACT_77947	MNXR78405
DIGLUCODIACETYL-DOCOSANOATE-LYSIS-RXN	MNXR61935
22568	MNXR71480
FUT16g	MNXR69029
22569	MNXR71480
REACT_155737	MNXR2926
21143	MNXR3111
rxn14068	MNXR75506
rxn14067	MNXR81238
rxn14066	MNXR77157
rxn14065	MNXR60941
rxn14064	MNXR18315
rxn14063	MNXR11289
rxn14062	MNXR77157
rxn14061	MNXR75539
rxn14060	MNXR18460
25HVITD2tin	MNXR68128
REACT_29970	MNXR70841
15258	MNXR17918
15259	MNXR17918
21142	MNXR3111
UCR02698	MNXR72011
26413	MNXR68260
15252	MNXR56871
15253	MNXR6128
15250	MNXR56871
ARABR	MNXR757
15256	MNXR6128
rxn13059	MNXR80965
15254	MNXR6128
15255	MNXR6128
BR47604	MNXR8183
BR47605	MNXR8184
BR47606	MNXR8185
BR47607	MNXR5340
BR47600	MNXR71234
BR47601	MNXR676
BR47602	MNXR8181
BR47603	MNXR8182
BR47608	MNXR71235
BR47609	MNXR71236
ARABF	MNXR68374
BS257109	MNXR7171
16509	MNXR3998
16508	MNXR1161
16507	MNXR1161
16506	MNXR1161
16505	MNXR1161
16504	MNXR2806
16503	MNXR2806
16502	MNXR2806
16501	MNXR2806
REACT_104083	MNXR69073
rxn13052	MNXR80962
rxn13051	MNXR29755
rxn13050	MNXR29754
BS413539	MNXR26837
REACT_80543	MNXR5138
BS413535	MNXR73456
BS413533	MNXR73455
REACT_13734	MNXR78911
29484	MNXR60849
DCAtex	MNXR1456
29485	MNXR60849
rxn13054	MNXR29758
PSII-RXN	MNXR71692
19889	MNXR70273
19888	MNXR7347
TRANS-RXN-199	MNXR1308
TRANS-RXN-198	MNXR475
21019	MNXR842
21018	MNXR842
21017	MNXR842
TRANS-RXN-194	MNXR1035
REACT_154066	MNXR79062
19880	MNXR8275
19887	MNXR7347
TRANS-RXN-190	MNXR3189
21011	MNXR56651
HISTIDINE--TRNA-LIGASE-RXN	MNXR48609
6-ACETYLGLUCOSE-DEACETYLASE-RXN	MNXR76172
BS370148	MNXR47438
PGLer	MNXR4190
REACT_80256	MNXR72026
REACT_80254	MNXR78229
BS370149	MNXR56669
CHACH	MNXR68519
REACT_153380	MNXR55711
4.5.1.4-RXN	MNXR71400
REACT_153382	MNXR78516
REACT_153383	MNXR58046
REACT_11129	MNXR78240
REACT_153388	MNXR79066
rxn01359	MNXR7233
rxn01358	MNXR4526
17678	MNXR6540
17679	MNXR6540
17676	MNXR7703
17677	MNXR6540
17674	MNXR7703
17675	MNXR7703
17672	MNXR7422
17673	MNXR7703
17670	MNXR7422
17671	MNXR7422
REACT_125986	MNXR78888
32426	MNXR26835
32424	MNXR26835
LCTStl	MNXR3209
LCTStg	MNXR3209
REACT_121158	MNXR78838
41R2A1H12BOOX	MNXR68204
20768	MNXR71447
20769	MNXR71447
REACT_121154	MNXR78775
20767	MNXR5702
REACT_146633	MNXR78780
20765	MNXR5702
20762	MNXR26452
REACT_121151	MNXR4893
20760	MNXR26452
20761	MNXR26452
BS375156	MNXR72652
REACT_142039	MNXR78761
BS375152	MNXR72651
BS375153	MNXR11592
BS375150	MNXR72650
BS375151	MNXR6281
REACT_142030	MNXR78787
REACT_142031	MNXR78841
REACT_142032	MNXR78800
REACT_142033	MNXR78812
REACT_142034	MNXR78750
BS375158	MNXR32358
28573	MNXR4807
REACT_2023	MNXR78330
28571	MNXR4807
MERMBARK-RXN	MNXR62025
3-OXOADIPATE-COA-TRANSFERASE-RXN	MNXR184
22830	MNXR4426
REACT_79012	MNXR64368
REACT_77791	MNXR78375
AKGt2rpp	MNXR599
BS322282	MNXR71097
BS322289	MNXR72088
REACT_30069	MNXR78581
REACT_84207	MNXR78436
REACT_84206	MNXR3338
REACT_30062	MNXR68224
REACT_30060	MNXR78434
rxn12050	MNXR75406
rxn12051	MNXR18051
rxn12052	MNXR75407
rxn12053	MNXR18053
GCC2bim	MNXR69113
rxn12055	MNXR80742
rxn12056	MNXR60759
rxn12057	MNXR75423
rxn12058	MNXR75424
rxn12059	MNXR75434
34218	MNXR61357
REACT_31331	MNXR78545
REACT_112891	MNXR2980
REACT_112890	MNXR3256
REACT_112896	MNXR78216
REACT_112895	MNXR78587
KETOHEXOKINASE-RXN	MNXR20480
14930	MNXR3029
14931	MNXR3029
14932	MNXR3029
14937	MNXR8678
REACT_115320	MNXR8242
14939	MNXR8678
REACT_143783	MNXR5387
REACT_143786	MNXR78965
DOLICHYLDIPHOSPHATASE-RXN	MNXR20324
rxn06713	MNXR70650
REACT_128316	MNXR78391
REACT_144061	MNXR78904
REACT_144069	MNXR159
NO3R1pp	MNXR55771
rxn06710	MNXR19339
RXN-12852	MNXR62695
RXN-12853	MNXR62696
RXN-12850	MNXR62694
RXN-12851	MNXR22381
RXN-12856	MNXR62698
RXN-12857	MNXR62699
RXN-12854	MNXR62697
RXN-12855	MNXR22385
35162	MNXR62125
RXN-12858	MNXR62700
RXN-12859	MNXR22389
REACT_126271	MNXR78599
15776	MNXR1537
REACT_89514	MNXR429
REACT_89515	MNXR78376
rxn06711	MNXR15695
28304	MNXR57446
28305	MNXR57446
28306	MNXR71605
28307	MNXR71605
28300	MNXR57380
RAFH	MNXR69841
28302	MNXR57446
28303	MNXR57446
ADENYLYLSULFATASE-RXN	MNXR5457
28308	MNXR71605
28309	MNXR71605
REACT_129538	MNXR78890
REACT_129539	MNXR78986
REACT_129534	MNXR78829
REACT_93995	MNXR588
REACT_93997	MNXR78350
METt2r	MNXR3504
REACT_142856	MNXR2865
28686	MNXR68418
BS321161	MNXR10419
BS321166	MNXR930
METt2m	MNXR3504
CYTIDYLATE-CYCLASE-RXN	MNXR71401
RXN-8686	MNXR23396
DHORTS	MNXR1576
REACT_142855	MNXR78735
RXN-8683	MNXR63603
RXN-8682	MNXR63602
RXN-8681	MNXR63601
RXN-8680	MNXR63600
RXN1G-488	MNXR24540
RXN1G-481	MNXR64065
O-ACETYLHOMOSERINE-THIOL-LYASE-RXN	MNXR585
GLYCAt2rpp	MNXR2753
3.4.24.45-RXN	MNXR76137
DASCBR	MNXR68646
DASCBH	MNXR1436
REACT_142818	MNXR78975
REACT_142816	MNXR78909
REACT_142817	MNXR78510
REACT_142815	MNXR78922
REACT_142811	MNXR1400
MALONATE-COA-TRANSFERASE-RXN	MNXR5645
SARCOX-RXN	MNXR4772
25071	MNXR9436
25070	MNXR9436
25073	MNXR9436
25072	MNXR9436
25075	MNXR17623
25074	MNXR17623
25077	MNXR17623
25076	MNXR17623
25079	MNXR3962
25078	MNXR3962
RXN-8020	MNXR60342
RXN-8026	MNXR9392
RXN-8025	MNXR9391
RXN-8024	MNXR77624
REACT_105399	MNXR78527
REACT_107097	MNXR78248
BS370267	MNXR11131
BS370266	MNXR11130
REACT_94673	MNXR74324
BS370264	MNXR72434
BS370263	MNXR72433
BS370262	MNXR72432
REACT_94677	MNXR2844
BS370260	MNXR11125
REACT_141541	MNXR3815
REACT_141542	MNXR78795
RXN-11358	MNXR62360
RXN-11359	MNXR62361
RXN-11354	MNXR18962
RXN-11355	MNXR71717
RXN-11356	MNXR49455
RXN-11357	MNXR49456
RXN-11350	MNXR62357
REACT_145925	MNXR78892
RXN-11353	MNXR76665
ARYLSULFAT-RXN	MNXR76219
REACT_104626	MNXR78413
RXN-3142	MNXR8621
REACT_139807	MNXR78543
REACT_139806	MNXR78649
REACT_139801	MNXR78970
REACT_139800	MNXR78710
REACT_139809	MNXR25533
RXN-9889	MNXR16930
PPM2	MNXR69774
1.4.3.20-RXN	MNXR75109
BS370889	MNXR11345
BS370888	MNXR72540
BS370882	MNXR68443
BS370881	MNXR70932
BS370880	MNXR70931
BS370887	MNXR11343
REACT_105531	MNXR1228
REACT_134983	MNXR78631
BS371130	MNXR11458
BS371132	MNXR11459
BS371133	MNXR56710
BS371134	MNXR11460
BS371136	MNXR11461
BS371137	MNXR4132
BS371138	MNXR70802
REACT_95101	MNXR62913
REACT_102623	MNXR4054
REACT_95105	MNXR78215
REACT_102627	MNXR5287
REACT_146010	MNXR70581
REACT_146014	MNXR78674
REACT_146018	MNXR78631
REACT_146019	MNXR10200
REACT_91464	MNXR70408
REACT_141509	MNXR78856
3.4.14.6-RXN	MNXR49086
REACT_144342	MNXR2865
2.4.1.135-RXN	MNXR61528
REACT_78384	MNXR78321
REACT_91900	MNXR78397
REACT_144346	MNXR78778
BS370084	MNXR72392
REACT_91908	MNXR5387
REACT_78388	MNXR79166
rxn08501	MNXR68984
rxn08500	MNXR68979
rxn08503	MNXR68981
rxn08502	MNXR68985
rxn08505	MNXR68983
rxn08504	MNXR68982
rxn08507	MNXR68986
rxn08506	MNXR2242
rxn08509	MNXR68991
rxn08508	MNXR2242
RXN00017	MNXR5411
24929	MNXR1351
REACT_108489	MNXR78476
RXN-11313	MNXR12960
3.2.1.116-RXN	MNXR76090
RXN-11315	MNXR76656
RXN-11316	MNXR76657
BS380651	MNXR72795
BS380653	MNXR12091
RXN-11317	MNXR52169
BS380655	MNXR12092
24920	MNXR65486
24921	MNXR65486
REACT_145698	MNXR25524
rxn03689	MNXR27349
rxn03688	MNXR16058
rxn12613	MNXR29556
rxn03683	MNXR74468
rxn03682	MNXR74467
rxn03681	MNXR8794
rxn03680	MNXR11690
rxn03687	MNXR16057
rxn03686	MNXR16056
rxn03685	MNXR16055
rxn03684	MNXR79723
24926	MNXR5580
27757	MNXR2773
REACT_32516	MNXR1576
24927	MNXR1351
REACT_32510	MNXR78255
PGL	MNXR4190
REACT_98684	MNXR78482
REACT_98685	MNXR78508
CPPPGO	MNXR1272
27752	MNXR69830
FCLT2	MNXR68953
REACT_98689	MNXR1551
27753	MNXR69830
REACT_159432	MNXR79058
1.14.11.20-RXN	MNXR7578
REACT_159434	MNXR3527
REACT_159435	MNXR78407
REACT_159436	MNXR5174
25840	MNXR18179
REACT_130871	MNXR78542
25842	MNXR18179
25843	MNXR18179
25844	MNXR10012
25845	MNXR10012
REACT_93508	MNXR78562
25847	MNXR10012
25848	MNXR26595
25849	MNXR26595
REACT_93504	MNXR78413
REACT_110941	MNXR3826
REACT_108220	MNXR25163
31221	MNXR279
31220	MNXR279
31223	MNXR23025
31222	MNXR279
31225	MNXR23025
31224	MNXR23025
31227	MNXR55985
31226	MNXR23025
31229	MNXR55985
31228	MNXR55985
HISTONE-ACETYLTRANSFERASE-RXN	MNXR61978
REACT_96115	MNXR78305
BR49710	MNXR71734
BR49711	MNXR71735
BR49712	MNXR71736
34540	MNXR78006
BR49714	MNXR57553
BR49715	MNXR57554
34545	MNXR65673
BR49717	MNXR71737
rxn06334	MNXR26318
BR49719	MNXR71739
34549	MNXR61191
rxn06337	MNXR80059
rxn06330	MNXR74035
SPHMDAc	MNXR4883
BS378436	MNXR58402
BS378437	MNXR11730
BS378434	MNXR5091
BS378435	MNXR11728
3.1.11.1-RXN	MNXR76063
BR3393	MNXR70808
REACT_77296	MNXR78296
REACT_77297	MNXR1898
REACT_77293	MNXR63826
24713	MNXR5236
24712	MNXR5236
24711	MNXR5236
24710	MNXR5236
REACT_140085	MNXR48587
24719	MNXR26525
24718	MNXR26525
ULA4Ntppi	MNXR32566
ALAALAtex	MNXR615
ORNtex	MNXR32053
REACT_78108	MNXR78440
REACT_128915	MNXR1400
rxn05689	MNXR79921
rxn05688	MNXR55544
rxn05685	MNXR27827
rxn05684	MNXR2994
rxn05687	MNXR4520
BR48351	MNXR57183
rxn05681	MNXR1483
rxn05680	MNXR5368
REACT_128919	MNXR64466
rxn05682	MNXR68339
rxn12618	MNXR29561
27287	MNXR9073
ENMAN1g	MNXR1892
REACT_138171	MNXR26177
27280	MNXR1793
RXN00563	MNXR70244
3.5.2.17-RXN	MNXR8375
REACT_87221	MNXR78413
REACT_141331	MNXR78427
REACT_87228	MNXR78434
rxn12619	MNXR80869
INDOLEt2pp	MNXR3104
BR19217	MNXR6518
BR29201	MNXR6840
SOAT11	MNXR4874
SOAT12	MNXR4875
BR29203	MNXR6842
RXN-13735	MNXR77155
DHAD2m	MNXR1536
UCR03298	MNXR68506
GLUTRNAREDUCT-RXN	MNXR48203
RXN-13736	MNXR77156
VALTAm	MNXR32586
BS260922	MNXR10271
BS260920	MNXR10270
GAMAN6Ptex	MNXR2542
BS94333	MNXR73578
PGSA_HP	MNXR28894
FUCACNGALACGLCGALGLUSIDEte	MNXR2324
FUCACNGALACGLCGALGLUSIDEtg	MNXR2324
BS388996	MNXR73007
FAOXC161802m	MNXR68907
rxn03585	MNXR74444
RXN00562	MNXR70243
rxn11279	MNXR29080
rxn11274	MNXR25059
rxn11277	MNXR80657
rxn11276	MNXR73130
REACT_86578	MNXR78413
BR49663_WOP	MNXR57517
rxn08978	MNXR26691
rxn08979	MNXR26766
REACT_134797	MNXR73717
rxn03946	MNXR16259
REACT_84590	MNXR25051
REACT_134793	MNXR78256
rxn08970	MNXR3743
rxn08971	MNXR26690
rxn08972	MNXR55740
rxn08973	MNXR69511
rxn08974	MNXR69512
rxn08975	MNXR55742
rxn08976	MNXR26765
rxn08977	MNXR55744
PPA_1	MNXR4373
BS410759	MNXR73353
REACT_83067	MNXR50795
REACT_133221	MNXR78694
REACT_133222	MNXR78811
BS410753	MNXR73350
REACT_83069	MNXR2843
BS410756	MNXR73352
REACT_31346	MNXR3940
5.1.1.18-RXN	MNXR8753
32307	MNXR7546
32306	MNXR8932
REACT_114308	MNXR1228
3.2.1.68-RXN	MNXR36903
UER00567	MNXR4588
UER00566	MNXR5448
UER00565	MNXR5440
UER00564	MNXR55435
UER00563	MNXR71236
UER00562	MNXR5646
UER00561	MNXR9226
UER00560	MNXR75132
32300	MNXR65552
REACT_85888	MNXR78678
UER00569	MNXR6260
UER00568	MNXR14883
RXN-779	MNXR75079
rxn13659	MNXR30093
rxn13658	MNXR53958
REACT_89288	MNXR1929
rxn13651	MNXR53951
rxn13650	MNXR53950
rxn13653	MNXR53953
rxn13652	MNXR53952
rxn13655	MNXR53955
REACT_126709	MNXR78807
rxn13657	MNXR53957
rxn13656	MNXR53956
RXN-2202	MNXR18259
BS401292	MNXR13267
UCR05434	MNXR16103
REACT_127252	MNXR78763
14408	MNXR6827
14409	MNXR1342
REACT_127257	MNXR25584
REACT_127259	MNXR78935
REACT_127258	MNXR5387
14406	MNXR6827
14407	MNXR6827
BS402920	MNXR13529
UCR05439	MNXR74482
14402	MNXR6891
BS402923	MNXR13531
REACT_129882	MNXR73763
REACT_129886	MNXR69790
REACT_129885	MNXR73717
BS187421	MNXR6866
BS187420	MNXR15690
BS187423	MNXR70736
BS187422	MNXR6867
PEPTIDE-ALPHA-N-ACETYLTRANSFERASE-RXN	MNXR55830
27761	MNXR2758
BS186779	MNXR71888
LPLIPAL1E161pp	MNXR3280
FAOXC1811603m	MNXR68913
27760	MNXR2758
BS139990	MNXR9794
BS139991	MNXR9795
BS139992	MNXR57650
DURIK1m	MNXR1812
2.4.1.41-RXN	MNXR71119
CARBOXYPEPTIDASE-B-RXN	MNXR61764
REACT_110151	MNXR78594
REACT_110152	MNXR78323
REACT_110154	MNXR64446
27767	MNXR9312
REACT_88159	MNXR78677
REACT_88158	MNXR78252
rxn14388	MNXR68091
rxn14389	MNXR81268
11579	MNXR69979
11578	MNXR69979
rxn14382	MNXR18258
rxn14383	MNXR7231
rxn14380	MNXR73654
rxn14381	MNXR70435
rxn14386	MNXR8926
rxn14387	MNXR60935
rxn14384	MNXR18266
rxn14385	MNXR18370
19388	MNXR56902
19380	MNXR68998
REACT_90506	MNXR78345
19382	MNXR5404
19383	MNXR5404
19384	MNXR5404
19385	MNXR56902
19386	MNXR56902
19387	MNXR56902
REACT_120700	MNXR78765
HSD3B7	MNXR3042
rxn05178	MNXR27586
REACT_120708	MNXR1037
NTD2l	MNXR3875
REACT_85479	MNXR79037
REACT_158561	MNXR78766
REACT_158560	MNXR78378
REACT_158565	MNXR78933
25664	MNXR70407
25665	MNXR70407
REACT_153482	MNXR79052
REACT_153481	MNXR281
REACT_153480	MNXR79084
25666	MNXR74541
REACT_153484	MNXR79071
BS413478	MNXR14153
BS413479	MNXR14154
RXN01358	MNXR70454
BS413470	MNXR14145
BS413471	MNXR14146
BS413472	MNXR14147
BS413473	MNXR14148
BS413474	MNXR14149
BS413475	MNXR14150
BS413476	MNXR14151
BS413477	MNXR14152
REACT_33214	MNXR78435
25662	MNXR70407
25618	MNXR71526
RXN-8650	MNXR8727
3.4.18.1-RXN	MNXR76137
19968	MNXR7150
19969	MNXR7362
RXN-8651	MNXR8728
REACT_140137	MNXR78752
19966	MNXR7150
19967	MNXR7150
19960	MNXR16298
RXN-8652	MNXR8761
REACT_103638	MNXR78500
RXN-8653	MNXR8762
BS258338	MNXR57755
G5SADrm	MNXR69079
12007	MNXR56904
12004	MNXR56904
12005	MNXR56904
12002	MNXR6148
12003	MNXR6148
12000	MNXR6148
RXN01356	MNXR4386
DNDPt4m	MNXR55273
RXN01355	MNXR6136
REACT_103634	MNXR78499
RXN01354	MNXR70453
REACT_100051	MNXR78223
ETHSO3abcpp	MNXR68817
RXN3O-328	MNXR78073
32338	MNXR26832
REACT_153228	MNXR25136
REACT_153227	MNXR79090
REACT_153224	MNXR72026
REACT_153223	MNXR79076
23011	MNXR69995
REACT_102393	MNXR78373
HSD3B2r	MNXR69261
REACT_102397	MNXR3464
RBK_L1	MNXR5448
RXN-13839	MNXR77221
26520	MNXR4458
32339	MNXR19164
RXN-14151	MNXR10012
REACT_85059	MNXR78401
RXN-13838	MNXR77220
OXCDC	MNXR5981
RMK	MNXR4631
RMI	MNXR4630
REACT_85056	MNXR341
H7MTer_U	MNXR2895
REACT_30748	MNXR78413
REACT_94990	MNXR78634
REACT_98673	MNXR78385
UER00958	MNXR7242
REACT_94993	MNXR78842
UER00956	MNXR14855
UER00957	MNXR15218
UER00954	MNXR72187
UER00955	MNXR14854
UER00952	MNXR5704
UER00953	MNXR495
REACT_30745	MNXR78403
RXN-14154	MNXR77411
RXN-13833	MNXR77215
REACT_144550	MNXR78254
H7MTer_L	MNXR2894
REACT_95026	MNXR78298
RXN-14156	MNXR77413
RXN-13831	MNXR77214
RXN-13830	MNXR77213
RXN-13837	MNXR77219
PHENOL-O-METHYLTRANSFERASE-RXN	MNXR7680
NMNt7	MNXR69541
TRANS-OCTAPRENYLTRANSTRANSFERASE-RXN	MNXR71615
CHOLINE-SULFATASE-RXN	MNXR1156
REACT_163366	MNXR79130
REACT_163361	MNXR79133
RXN-13835	MNXR77217
RXN-13834	MNXR77216
REACT_163369	MNXR79124
14875	MNXR6874
14874	MNXR6874
14877	MNXR32778
14876	MNXR6874
14873	MNXR6874
14879	MNXR32778
14878	MNXR32778
DXPRIi	MNXR1818
RHACOAR60	MNXR69856
IPCS224_SC	MNXR69285
24075	MNXR20453
