Reaction ID	Reaction name	Lower bound	Reaction equation	GPR	Pathway
MSHS	mycothiol synthase	0.0	1.0 cigam_c + 1.0 accoa_c -> 1.0 coa_c + 1.0 msh_c	(SAP1_RS20995)	Cofactor and Prosthetic Group Biosynthesis
NADDP	NAD diphosphatase	0.0	1.0 h2o_c + 1.0 nad_c -> 1.0 nmn_c + 2.0 h_c + 1.0 amp_c	(SAP1_RS16010)	Cofactor and Prosthetic Group Biosynthesis
NADK	NAD kinase	0.0	1.0 nad_c + 1.0 atp_c -> 1.0 nadp_c + 1.0 h_c + 1.0 adp_c	(SAP1_RS33495 or SAP1_RS05695)	Cofactor and Prosthetic Group Biosynthesis
NADS2	NAD synthase (glutamine-hydrolysing)	0.0	1.0 dnad_c + 1.0 h2o_c + 1.0 atp_c + 1.0 gln_DASH_L_c -> 1.0 h_c + 1.0 ppi_c + 1.0 glu_DASH_L_c + 1.0 nad_c + 1.0 amp_c	(SAP1_RS30730)	Cofactor and Prosthetic Group Biosynthesis
NAMNPP	nicotinic acid mononucleotide pyrophosphorylase	0.0	1.0 h2o_c + 1.0 nac_c + 1.0 prpp_c + 1.0 atp_c -> 1.0 nicrnt_c + 1.0 ppi_c + 1.0 pi_c + 1.0 adp_c	(SAP1_RS26685)	Cofactor and Prosthetic Group Biosynthesis
NMNAT	nicotinamide-nucleotide adenylyltransferase	0.0	1.0 nmn_c + 1.0 h_c + 1.0 atp_c -> 1.0 ppi_c + 1.0 nad_c	(SAP1_RS28345)	Cofactor and Prosthetic Group Biosynthesis
NNAM	nicotinamidase	0.0	1.0 h2o_c + 1.0 ncam_c -> 1.0 nac_c + 1.0 nh4_c	(SAP1_RS26680)	Cofactor and Prosthetic Group Biosynthesis
NNDMBRT	Nicotinate-nucleotide dimethylbenzimidazole phosphoribosyltransferase	0.0	1.0 nicrnt_c + 1.0 dmbzid_c -> 1.0 5prdmbz_c + 1.0 h_c + 1.0 nac_c	(SAP1_RS31140 or SAP1_RS34985)	Cofactor and Prosthetic Group Biosynthesis
NNDPR	nicotinate-nucleotide diphosphorylase (carboxylating)	0.0	1.0 quln_c + 2.0 h_c + 1.0 prpp_c -> 1.0 nicrnt_c + 1.0 ppi_c + 1.0 co2_c	(SAP1_RS24290)	Cofactor and Prosthetic Group Biosynthesis
OCTTT	trans-octaprenyltranstransferase	0.0	1.0 ipdp_c + 1.0 octdp_c -> 1.0 nndp_c + 1.0 ppi_c	(SAP1_RS25180 or SAP1_RS15620 or SAP1_RS08775)	Cofactor and Prosthetic Group Biosynthesis
OGMEACPD	3-Oxo-glutaryl-[ACP] methyl ester dehydratase	0.0	1.0 hgmeACP_c -> 1.0 egmeACP_c + 1.0 h2o_c	()	Cofactor and Prosthetic Group Biosynthesis
OGMEACPR	3-Oxo-glutaryl-[ACP] methyl ester reductase	0.0	1.0 ogmeACP_c + 1.0 nadph_c + 1.0 h_c -> 1.0 hgmeACP_c + 1.0 nadp_c	(SAP1_RS37075 or SAP1_RS05195 or SAP1_RS10165 or SAP1_RS18925 or SAP1_RS36100 or SAP1_RS32025 or SAP1_RS10165 or SAP1_RS13080 or SAP1_RS33310 or SAP1_RS34140 or SAP1_RS30350 or SAP1_RS12505 or SAP1_RS33175 or SAP1_RS18925 or SAP1_RS37075 or SAP1_RS05195 or SAP1_RS36100 or SAP1_RS10165)	Cofactor and Prosthetic Group Biosynthesis
OGMEACPS2	3-Oxo-glutaryl-[ACP] methyl ester synthase	0.0	1.0 malACPme_c + 1.0 malACP_c + 1.0 h_c -> 1.0 ACP_c + 1.0 co2_c + 1.0 ogmeACP_c	(SAP1_RS14805 or SAP1_RS12450 or SAP1_RS29905 or SAP1_RS18985 or SAP1_RS15360 or SAP1_RS12025 or SAP1_RS14805 or SAP1_RS14810 or SAP1_RS18960 or SAP1_RS12450 or SAP1_RS29905 or SAP1_RS18985 or SAP1_RS12445 or SAP1_RS15360 or SAP1_RS12025 or SAP1_RS00960)	Cofactor and Prosthetic Group Biosynthesis
OHPBAT	O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase	-1000.0	1.0 glu_DASH_L_c + 1.0 ohpb_c <=> 1.0 akg_c + 1.0 phthr_c	(SAP1_RS20125)	Cofactor and Prosthetic Group Biosynthesis
OPMEACPD	3-Oxo-pimeloyl-[ACP] methyl ester dehydratase	0.0	1.0 hpmeACP_c -> 1.0 epmeACP_c + 1.0 h2o_c	()	Cofactor and Prosthetic Group Biosynthesis
OPMEACPR	3-Oxo-pimeloyl-[ACP] methyl ester reductase	0.0	1.0 nadph_c + 1.0 h_c + 1.0 opmeACP_c -> 1.0 hpmeACP_c + 1.0 nadp_c	(SAP1_RS37075 or SAP1_RS05195 or SAP1_RS10165 or SAP1_RS18925 or SAP1_RS36100 or SAP1_RS32025 or SAP1_RS10165 or SAP1_RS13080 or SAP1_RS33310 or SAP1_RS34140 or SAP1_RS30350 or SAP1_RS12505 or SAP1_RS33175 or SAP1_RS18925 or SAP1_RS37075 or SAP1_RS05195 or SAP1_RS36100 or SAP1_RS10165)	Cofactor and Prosthetic Group Biosynthesis
OPMEACPS	3-Oxo-pimeloyl-[ACP] methyl ester synthase	0.0	1.0 gmeACP_c + 1.0 malACP_c + 1.0 h_c -> 1.0 co2_c + 1.0 ACP_c + 1.0 opmeACP_c	(SAP1_RS14805 or SAP1_RS12450 or SAP1_RS29905 or SAP1_RS18985 or SAP1_RS15360 or SAP1_RS12025 or SAP1_RS14805 or SAP1_RS14810 or SAP1_RS18960 or SAP1_RS12450 or SAP1_RS29905 or SAP1_RS18985 or SAP1_RS12445 or SAP1_RS15360 or SAP1_RS12025 or SAP1_RS00960)	Cofactor and Prosthetic Group Biosynthesis
PANTS	pantothenate synthase	0.0	1.0 ala_DASH_B_c + 1.0 atp_c + 1.0 pant_DASH_R_c -> 1.0 ppi_c + 1.0 pnto_DASH_R_c + 1.0 amp_c + 1.0 h_c	(SAP1_RS24280)	Cofactor and Prosthetic Group Biosynthesis
PC11M	precorrin-4 C11-methyltransferase	0.0	1.0 amet_c + 1.0 pre4_c -> 1.0 ahcys_c + 1.0 pre5_c + 1.0 h_c	(SAP1_RS33045)	Cofactor and Prosthetic Group Biosynthesis
PC17M	precorrin-3B C17-methyltransferase	0.0	1.0 amet_c + 1.0 pre3b_c -> 1.0 ahcys_c + 3.0 h_c + 1.0 pre4_c	(SAP1_RS33035)	Cofactor and Prosthetic Group Biosynthesis
PC20M	precorrin-2 C20-methyltransferase	0.0	1.0 amet_c + 1.0 dscl_c -> 1.0 pre3a_c + 1.0 ahcys_c + 1.0 h_c	(SAP1_RS33055)	Cofactor and Prosthetic Group Biosynthesis
PC3BS	precorrin-3B synthase	0.0	0.5 o2_c + 1.0 pre3a_c + 1.0 h_c -> 1.0 pre3b_c	()	Cofactor and Prosthetic Group Biosynthesis
PC6AR	precorrin-6A reductase	0.0	1.0 nadph_c + 1.0 pre6a_c + 1.0 h_c -> 1.0 pre6b_c + 1.0 nadp_c	(SAP1_RS08520)	Cofactor and Prosthetic Group Biosynthesis
PC6AS	precorrin-6A synthase	0.0	1.0 amet_c + 1.0 h2o_c + 1.0 pre5_c -> 1.0 ac_c + 1.0 ahcys_c + 1.0 h_c + 1.0 pre6a_c	(SAP1_RS08510)	Cofactor and Prosthetic Group Biosynthesis
PC6YM	precorrin-6Y C5,15-methyltransferase (decarboxylating)	0.0	2.0 amet_c + 1.0 pre6b_c -> 1.0 pre8_c + 1.0 co2_c + 2.0 h_c + 2.0 ahcys_c	(SAP1_RS34980 or SAP1_RS33040)	Cofactor and Prosthetic Group Biosynthesis
PC8XM	precorrin-8X methylmutase	0.0	1.0 pre8_c + 1.0 h_c -> 1.0 hgbyr_c	(SCO3282)	Cofactor and Prosthetic Group Biosynthesis
PCPpdsredO	peptidyl-carrier-protein phosphodiesterase (redO)	0.0	1.0 PCPredO_c + 1.0 h2o_c -> 1.0 pan4p_c + 1.0 apoPCPredO_c + 1.0 h_c	(SAP1_RS22540)	Cofactor and Prosthetic Group Biosynthesis
PDX5POi	pyridoxine 5'-phosphate oxidase	0.0	1.0 o2_c + 1.0 pdx5p_c -> 1.0 h2o2_c + 1.0 pydx5p_c	(SAP1_RS20010)	Cofactor and Prosthetic Group Biosynthesis
PENTT	trans-pentaprenyltranstransferase	0.0	1.0 ipdp_c + 1.0 ppdp_c -> 1.0 ppi_c + 1.0 hexdp_c	(SAP1_RS25180 or SAP1_RS15620 or SAP1_RS08775)	Cofactor and Prosthetic Group Biosynthesis
PMDPHT	pyrimidine phosphatase	0.0	1.0 h2o_c + 1.0 5aprbu_c -> 1.0 4r5au_c + 1.0 pi_c	()	Cofactor and Prosthetic Group Biosynthesis
PMEACPE	Pimeloyl-[ACP] methyl ester esterase	0.0	1.0 pmeACP_c + 1.0 h2o_c -> 1.0 pimACP_c + 1.0 meoh_c	()	Cofactor and Prosthetic Group Biosynthesis
PMPK	phosphomethylpyrimidine kinase	0.0	1.0 4ampm_c + 1.0 atp_c -> 1.0 2mahmp_c + 1.0 adp_c	(SAP1_RS37120)	Cofactor and Prosthetic Group Biosynthesis
PNTK	pantothenate kinase	0.0	1.0 pnto_DASH_R_c + 1.0 atp_c -> 1.0 4ppan_c + 1.0 h_c + 1.0 adp_c	(SAP1_RS24295)	Cofactor and Prosthetic Group Biosynthesis
PPBNGS	porphobilinogen synthase	0.0	2.0 5aop_c -> 2.0 h2o_c + 1.0 ppbng_c + 1.0 h_c	(SAP1_RS24570)	Cofactor and Prosthetic Group Biosynthesis
PPCDC	phosphopantothenoylcysteine decarboxylase	0.0	1.0 h_c + 1.0 4ppcys_c -> 1.0 pan4p_c + 1.0 co2_c	(SAP1_RS35420)	Cofactor and Prosthetic Group Biosynthesis
PPGPPDP	guanosine-3',5'-bis(diphosphate) 3'-diphosphatase	0.0	1.0 h2o_c + 1.0 ppgpp_c -> 1.0 ppi_c + 1.0 gdp_c	(SAP1_RS35250 or SAP1_RS12930)	Cofactor and Prosthetic Group Biosynthesis
PPNCL2	phosphopantothenate-cysteine ligase	0.0	1.0 ctp_c + 1.0 4ppan_c + 1.0 cys_DASH_L_c -> 1.0 ppi_c + 1.0 cmp_c + 1.0 h_c + 1.0 4ppcys_c	(SAP1_RS35420)	Cofactor and Prosthetic Group Biosynthesis
PPPGO	protoporphyrinogen oxidase (aerobic)	0.0	1.5 o2_c + 1.0 pppg9_c -> 1.0 ppp9_c + 3.0 h2o_c	(SCO6041)	Cofactor and Prosthetic Group Biosynthesis
PTPATi	pantetheine-phosphate adenylyltransferase	0.0	1.0 pan4p_c + 1.0 h_c + 1.0 atp_c -> 1.0 dpcoa_c + 1.0 ppi_c	(SAP1_RS13935)	Cofactor and Prosthetic Group Biosynthesis
PYAM5PO	pyridoxamine 5'-phosphate oxidase	0.0	1.0 o2_c + 1.0 pyam5p_c + 1.0 h2o_c -> 1.0 h2o2_c + 1.0 pydx5p_c + 1.0 nh4_c	(SAP1_RS20010)	Cofactor and Prosthetic Group Biosynthesis
PYDXPS	Pyridoxal 5-phosphate synthase	0.0	1.0 ru5p_DASH_D_c + 1.0 dhap_c + 1.0 gln_DASH_L_c -> 3.0 h2o_c + 1.0 pi_c + 1.0 pydx5p_c + 1.0 h_c + 1.0 glu_DASH_L_c	((SAP1_RS35205 and SAP1_RS35200))	Cofactor and Prosthetic Group Biosynthesis
QULNS	quinolinate synthase	0.0	1.0 dhap_c + 1.0 iasp_c -> 2.0 h2o_c + 1.0 pi_c + 1.0 quln_c	(SAP1_RS31195)	Cofactor and Prosthetic Group Biosynthesis
RBFK	riboflavin kinase	0.0	1.0 atp_c + 1.0 ribflv_c -> 1.0 fmn_c + 1.0 h_c + 1.0 adp_c	(SAP1_RS13320)	Cofactor and Prosthetic Group Biosynthesis
RBFSa	riboflavin synthase	0.0	1.0 4r5au_c + 1.0 db4p_c -> 2.0 h2o_c + 1.0 pi_c + 1.0 dmlz_c	(SAP1_RS35575)	Cofactor and Prosthetic Group Biosynthesis
RBFSb	riboflavin synthase	0.0	2.0 dmlz_c -> 1.0 4r5au_c + 1.0 ribflv_c	(SAP1_RS35560)	Cofactor and Prosthetic Group Biosynthesis
RZ5PP	alpha-ribazole 5-phosphate phosphatase	0.0	1.0 5prdmbz_c + 1.0 h2o_c -> 1.0 pi_c + 1.0 rdmbzi_c	()	Cofactor and Prosthetic Group Biosynthesis
S2FE2SR	SUF [2Fe-2S] regeneration	0.0	1.0 2fe1s_c + 1.0 h2o_c + 1.0 sufsesh_c + 1.0 atp_c + 1.0 sufbcd_c -> 1.0 pi_c + 1.0 sufbcd_DASH_2fe2s_c + 5.0 h_c + 1.0 adp_c + 1.0 sufse_c	((SAP1_RS32645 and SAP1_RS31275 and SAP1_RS32640 and SAP1_RS32630 and SAP1_RS32625))	Cofactor and Prosthetic Group Biosynthesis
S2FE2SS	SUF [2Fe-2S] Synthesis	0.0	1.0 h2o_c + 1.0 atp_c + 1.0 sufbcd_c + 2.0 fe2_c + 2.0 sufsesh_c + 1.0 fadh2_c -> 7.0 h_c + 1.0 adp_c + 2.0 sufse_c + 1.0 pi_c + 1.0 sufbcd_DASH_2fe2s_c + 1.0 fad_c	((SAP1_RS32645 and SAP1_RS31275 and SAP1_RS32640 and SAP1_RS32630 and SAP1_RS32625))	Cofactor and Prosthetic Group Biosynthesis
S2FE2SS2	SUF [2Fe-2S] Synthesis II	0.0	1.0 h2o_c + 1.0 atp_c + 2.0 fe2_c + 2.0 sufsesh_c + 1.0 fadh2_c + 1.0 sufbcd_DASH_2fe2s_c -> 1.0 sufbcd_DASH_2fe2s2_c + 7.0 h_c + 1.0 adp_c + 2.0 sufse_c + 1.0 pi_c + 1.0 fad_c	((SAP1_RS32645 and SAP1_RS31275 and SAP1_RS32640 and SAP1_RS32630 and SAP1_RS32625))	Cofactor and Prosthetic Group Biosynthesis
S2FE2ST	SUF [2Fe-2S] Transfer	0.0	1.0 sufbcd_DASH_2fe2s_c + 4.0 h_c -> 1.0 2fe2s_c + 1.0 sufbcd_c	((SAP1_RS32640 and SAP1_RS32630 and SAP1_RS32625))	Cofactor and Prosthetic Group Biosynthesis
S4FE4SR	SUF [4Fe-4S] Reduction	0.0	1.0 fadh2_c + 1.0 sufbcd_DASH_2fe2s2_c + 2.0 h_c -> 1.0 sufbcd_DASH_4fe4s_c + 1.0 fad_c	((SAP1_RS32640 and SAP1_RS32630 and SAP1_RS32625))	Cofactor and Prosthetic Group Biosynthesis
S4FE4ST	SUF [4Fe-4S] Transfer	0.0	1.0 sufbcd_DASH_4fe4s_c + 4.0 h_c -> 1.0 4fe4s_c + 1.0 sufbcd_c	((SAP1_RS32640 and SAP1_RS32630 and SAP1_RS32625))	Cofactor and Prosthetic Group Biosynthesis
SCYSDS	SUF Cysteine desulfuration	0.0	1.0 cys_DASH_L_c + 1.0 sufse_c -> 1.0 ala_DASH_L_c + 1.0 sufsesh_c	(SAP1_RS32645 or SAP1_RS31275)	Cofactor and Prosthetic Group Biosynthesis
SHCHCC	sirohydrochlorin cobaltochelatase	0.0	1.0 dscl_c + 1.0 cobalt2_c -> 3.0 h_c + 1.0 copre2_c	(SAP1_RS11260 or SAP1_RS33025)	Cofactor and Prosthetic Group Biosynthesis
SHCHD2	sirohydrochlorin dehydrogenase (NAD)	0.0	1.0 dscl_c + 1.0 nad_c -> 1.0 nadh_c + 1.0 scl_c + 1.0 h_c	(SAP1_RS34990)	Cofactor and Prosthetic Group Biosynthesis
SHCHF	sirohydrochlorin ferrochelatase	0.0	1.0 fe2_c + 1.0 scl_c -> 1.0 sheme_c + 3.0 h_c	(SAP1_RS34990)	Cofactor and Prosthetic Group Biosynthesis
THRPD	threonine-phosphate decarboxylase	0.0	1.0 h_c + 1.0 thrp_c -> 1.0 co2_c + 1.0 applp_c	()	Cofactor and Prosthetic Group Biosynthesis
THRPS	threonine-phosphate synthase	0.0	1.0 thr_DASH_L_c + 1.0 atp_c -> 1.0 thrp_c + 1.0 adp_c + 1.0 h_c	()	Cofactor and Prosthetic Group Biosynthesis
THZPSN3	thiazole phosphate synthesis	0.0	1.0 nadph_c + 1.0 iscssh_c + 1.0 atp_c + 1.0 dhgly_c + 1.0 dxyl5p_c + 1.0 h_c -> 2.0 h2o_c + 1.0 nadp_c + 1.0 4mpetz_c + 1.0 ppi_c + 1.0 iscs_c + 1.0 amp_c + 1.0 co2_c	((SAP1_RS31460 and SAP1_RS15305 and SAP1_RS31220 and SAP1_RS14395))	Cofactor and Prosthetic Group Biosynthesis
TMPK	thiamine-phosphate kinase	0.0	1.0 atp_c + 1.0 thmmp_c -> 1.0 thmpp_c + 1.0 adp_c	(SAP1_RS13970)	Cofactor and Prosthetic Group Biosynthesis
TMPPP	thiamine-phosphate diphosphorylase	0.0	1.0 4mpetz_c + 1.0 2mahmp_c + 1.0 h_c -> 1.0 ppi_c + 1.0 thmmp_c	(SAP1_RS31485)	Cofactor and Prosthetic Group Biosynthesis
TYRL	tyrosine lyase	0.0	1.0 amet_c + 1.0 nadph_c + 1.0 tyr_DASH_L_c -> 1.0 nadp_c + 1.0 dad_DASH_5_c + 1.0 met_DASH_L_c + 1.0 dhgly_c + 1.0 h_c + 1.0 4crsol_c	(SAP1_RS31455)	Cofactor and Prosthetic Group Biosynthesis
UDCPDPS	Undecaprenyl diphosphate synthase	0.0	8.0 ipdp_c + 1.0 frdp_c -> 1.0 udcpdp_c + 8.0 ppi_c	(SAP1_RS29125 or SAP1_RS16820)	Cofactor and Prosthetic Group Biosynthesis
UPP3MT	uroporphyrinogen methyltransferase	0.0	2.0 amet_c + 1.0 uppg3_c -> 1.0 dscl_c + 2.0 ahcys_c + 1.0 h_c	(SAP1_RS34990)	Cofactor and Prosthetic Group Biosynthesis
UPP3S	uroporphyrinogen-III synthase	0.0	1.0 hmbil_c -> 1.0 h2o_c + 1.0 uppg3_c	(SAP1_RS24565)	Cofactor and Prosthetic Group Biosynthesis
UPPDC1	uroporphyrinogen decarboxylase (uroporphyrinogen III)	0.0	4.0 h_c + 1.0 uppg3_c -> 4.0 co2_c + 1.0 cpppg3_c	(SAP1_RS11720)	Cofactor and Prosthetic Group Biosynthesis
WCOS	tungsten pterin cofactor synthase	0.0	2.0 h_c + 1.0 tungs_c + 1.0 mptamp_c -> 1.0 cu2_c + 1.0 h2o_c + 1.0 amp_c + 1.0 wco_c	(SAP1_RS19030)	Cofactor and Prosthetic Group Biosynthesis
ADSK	adenylyl-sulfate kinase	0.0	1.0 aps_c + 1.0 atp_c -> 1.0 paps_c + 1.0 adp_c + 1.0 h_c	(SAP1_RS11225 or SAP1_RS12130)	Cysteine Metabolism
AMPTASECG	alanyl aminopeptidase (cys-gly)	0.0	1.0 h2o_c + 1.0 cgly_c -> 1.0 cys_DASH_L_c + 1.0 gly_c	(SAP1_RS27910 or SAP1_RS19560 or SAP1_RS32060 or SAP1_RS27990 or SAP1_RS27910 or SAP1_RS19560 or SAP1_RS32060 or SAP1_RS27990)	Cysteine Metabolism
BPNT	3',5'-bisphosphate nucleotidase	0.0	1.0 h2o_c + 1.0 pap_c -> 1.0 pi_c + 1.0 amp_c	()	Cysteine Metabolism
CYSDS	Cysteine Desulfhydrase	0.0	1.0 h2o_c + 1.0 cys_DASH_L_c -> 1.0 pyr_c + 1.0 nh4_c + 1.0 h2s_c	(SCO0435 or SCO0731 or SAP1_RS22170 or SAP1_RS17170)	Cysteine Metabolism
CYSS	cysteine synthase	0.0	1.0 acser_c + 1.0 h2s_c -> 1.0 ac_c + 1.0 cys_DASH_L_c + 1.0 h_c	(SCO0992 or SAP1_RS07670)	Cysteine Metabolism
CYSTGL	cystathionine g-lyase	0.0	1.0 h2o_c + 1.0 cyst_DASH_L_c -> 1.0 2obut_c + 1.0 cys_DASH_L_c + 1.0 nh4_c	(SAP1_RS22170 or SAP1_RS17170)	Cysteine Metabolism
CYSTS	cystathionine beta-synthase	0.0	1.0 ser_DASH_L_c + 1.0 hcys_DASH_L_c -> 1.0 h2o_c + 1.0 cyst_DASH_L_c	(SAP1_RS18200 or SAP1_RS18895 or SAP1_RS26715 or SAP1_RS29055)	Cysteine Metabolism
PAPSR	phosphoadenylyl-sulfate reductase (thioredoxin)	0.0	1.0 trdrd_c + 1.0 paps_c -> 1.0 so3_c + 1.0 pap_c + 1.0 trdox_c + 2.0 h_c	((SAP1_RS37830 and SAP1_RS11220) or SAP1_RS22335 or SAP1_RS14660 or SAP1_RS22335 or SAP1_RS14660)	Cysteine Metabolism
PAPSR3	phosphoadenylyl-sulfate reductase (mycothiol)	0.0	1.0 paps_c + 2.0 msh_c -> 1.0 so3_c + 1.0 pap_c + 2.0 h_c + 1.0 mssg_c	(SAP1_RS11220)	Cysteine Metabolism
SADT2	Sulfate adenyltransferase	0.0	1.0 so4_c + 1.0 h2o_c + 1.0 gtp_c + 1.0 atp_c -> 1.0 ppi_c + 1.0 pi_c + 1.0 gdp_c + 1.0 aps_c	((SAP1_RS12140 and SAP1_RS11230 and SAP1_RS12135))	Cysteine Metabolism
SULRi	sulfite reductase (NADPH2)	0.0	1.0 so3_c + 3.0 nadph_c + 5.0 h_c -> 3.0 h2o_c + 3.0 nadp_c + 1.0 h2s_c	(SAP1_RS11210)	Cysteine Metabolism
Biomass_SCO	S. coelicolor biomass objective function - with 75.7 GAM estimate	0.0	0.003536 gtca2_c + 0.003778 peai150_c + 2.4e-05 cobalt2_c + 0.06539 tyr_DASH_L_c + 0.087643 tre_c + 0.007428 fe3_c + 8e-05 pi161_c + 0.008287 pydx5p_c + 0.002427 hemeO_c + 0.005397 ribflv_c + 0.013699 spmd_c + 0.12059 met_DASH_L_c + 0.016297 datp_c + 0.001055 clpnai150_c + 0.60978 ala_DASH_L_c + 0.002184 pei150_c + 0.004952 cl_c + 0.083227 uacgam_c + 0.000674 cu2_c + 0.002744 nadp_c + 1.7e-05 pi150_c + 0.21339 ser_DASH_L_c + 0.18343 asn_DASH_L_c + 0.002592 fad_c + 0.000796 tagi140_c + 0.003536 gtca3_c + 0.000364 tag140_c + 0.000307 ni2_c + 0.000863 pai160_c + 0.001026 pe161_c + 0.003614 tagai170_c + 0.13226 ctp_c + 0.25085 glu_DASH_L_c + 0.24831 ile_DASH_L_c + 0.008253 mg2_c + 0.001682 tagi170_c + 9.8e-05 clpn140_c + 75.81045 atp_c + 0.000658 mn2_c + 2.7e-05 pi140_c + 0.011698 2fe2s_c + 0.000269 piai170_c + 0.004126 so4_c + 0.004433 pei160_c + 0.00266 coa_c + 0.004581 thf_c + 0.000778 pa160_c + 0.00097 clpnai170_c + 0.003062 nadh_c + 0.000425 pai150_c + 0.003536 gtca1_c + 0.000218 pe150_c + 0.004614 tagi160_c + 0.000227 tag150_c + 0.003472 peai170_c + 0.004431 5mthf_c + 0.001616 pei170_c + 0.005085 amet_c + 0.030136 murein4px4p_c + 0.012379 nh4_c + 0.010787 lipopb_c + 0.001238 clpni160_c + 0.00031 pi160_c + 0.008349 btn_c + 0.000764 pei140_c + 0.00446 mlthf_c + 0.10035 gtp_c + 0.000451 clpni170_c + 0.022527 ptrc_c + 0.17554 utp_c + 7e-06 mobd_c + 0.26691 thr_DASH_L_c + 0.000125 pii170_c + 0.1418 gln_DASH_L_c + 0.166453 udpgal_c + 0.005849 4fe4s_c + 0.00258 mql9_c + 0.003933 tagai150_c + 0.003997 pe160_c + 0.000287 clpn161_c + 0.08069 cys_DASH_L_c + 4.2e-05 pa150_c + 5.9e-05 pii140_c + 0.37332 pro_DASH_L_c + 0.0002 pa161_c + 0.003066 nad_c + 0.55317 gly_c + 6.8e-05 pa140_c + 0.004952 ca2_c + 0.00235 mocogdp_c + 0.02984 murein4p4p_c + 0.22152 val_DASH_L_c + 0.009842 sprm_c + 0.001068 tag161_c + 0.002273 tagi150_c + 0.00274 nadph_c + 0.13521 phe_DASH_L_c + 0.004185 msh_c + 0.000169 pii150_c + 0.18569 k_c + 0.18599 asp_DASH_L_c + 71.62443 h2o_c + 0.006388 fe2_c + 0.000213 clpni140_c + 0.002198 udcpdp_c + 0.00481 thmpp_c + 0.019494 15dap_c + 0.000324 zn2_c + 0.000676 paai170_c + 0.000349 pe140_c + 0.0708 lys_DASH_L_c + 0.016297 dgtp_c + 0.000314 pai170_c + 0.001116 clpn160_c + 0.001282 bmocogdp_c + 6.1e-05 clpn150_c + 0.001286 adocbl_c + 0.000149 pai140_c + 0.00061 clpni150_c + 0.154187 glycogen_c + 0.10195 arg_DASH_L_c + 0.002387 hemeA_c + 0.042326 dttp_c + 0.00416 tag160_c + 0.13981 leu_DASH_L_c + 0.000344 pii160_c + 0.000735 paai150_c + 0.003306 pheme_c + 0.042326 dctp_c + 0.000293 piai150_c + 0.002236 sheme_c + 0.07991 his_DASH_L_c + 0.004309 10fthf_c + 0.03275 trp_DASH_L_c -> 0.24968 udp_c + 0.635847 ppi_c + 75.7 pi_c + 76.585527 h_c + 75.7 adp_c	()	Exchange
DM_4CRSOL	Sink needed to allow p-Cresol to leave system	0.0	1.0 4crsol_c ->	()	Exchange
DM_5DRIB	Sink needed to allow 5'-deoxyribose to leave system	0.0	1.0 5drib_c ->	()	Exchange
DM_AMOB	Sink needed to allow S-Adenosyl-4-methylthio-2-oxobutanoate to leave system	0.0	1.0 amob_c ->	()	Exchange
DM_DALUA	Sink needed to allow dialuric acid to leave system	0.0	1.0 dalua_c ->	()	Exchange
EX_14glucan_LPAREN_e_RPAREN_	1,4-alpha-D-glucan exchange	0.0	1.0 14glucan_e <=>	()	Exchange
EX_15dap_LPAREN_e_RPAREN_	1,5-Diaminopentane exchange	0.0	1.0 15dap_e <=>	()	Exchange
EX_1Dgali_LPAREN_e_RPAREN_	1-alpha-D-Galactosyl-myo-inositol exchange	0.0	1.0 1Dgali_e <=>	()	Exchange
EX_23camp_LPAREN_e_RPAREN_	2',3'-Cyclic AMP exchange	0.0	1.0 23camp_e <=>	()	Exchange
EX_23ccmp_LPAREN_e_RPAREN_	2',3'-Cyclic CMP exchange	0.0	1.0 23ccmp_e <=>	()	Exchange
EX_23cgmp_LPAREN_e_RPAREN_	2',3'-Cyclic GMP exchange	0.0	1.0 23cgmp_e <=>	()	Exchange
EX_23cump_LPAREN_e_RPAREN_	2',3'-Cyclic UMP exchange	0.0	1.0 23cump_e <=>	()	Exchange
EX_26dap_DASH_M_LPAREN_e_RPAREN_	meso-2,6-Diaminoheptanedioate exchange	0.0	1.0 26dap_DASH_M_e <=>	()	Exchange
EX_2ddglcn_LPAREN_e_RPAREN_	2-Dehydro-3-deoxy-D-gluconate exchange	0.0	1.0 2ddglcn_e <=>	()	Exchange
EX_3amp_LPAREN_e_RPAREN_	3'-AMP exchange	0.0	1.0 3amp_e <=>	()	Exchange
EX_3cmp_LPAREN_e_RPAREN_	3'-cmp exchange	0.0	1.0 3cmp_e <=>	()	Exchange
EX_3gmp_LPAREN_e_RPAREN_	3'-GMP exchange	0.0	1.0 3gmp_e <=>	()	Exchange
EX_3ump_LPAREN_e_RPAREN_	3'-UMP exchange	0.0	1.0 3ump_e <=>	()	Exchange
EX_4abut_LPAREN_e_RPAREN_	4-Aminobutanoate exchange	0.0	1.0 4abut_e <=>	()	Exchange
EX_5dglcn_LPAREN_e_RPAREN_	5-Dehydro-D-gluconate exchange	0.0	1.0 5dglcn_e <=>	()	Exchange
EX_5mtr_LPAREN_e_RPAREN_	5-Methylthio-D-ribose exchange	0.0	1.0 5mtr_e <=>	()	Exchange
EX_abt_DASH_D_LPAREN_e_RPAREN_	D-arabinitol transport via ABC system	0.0	1.0 abt_DASH_D_e <=>	()	Exchange
EX_ac_LPAREN_e_RPAREN_	Acetate exchange	0.0	1.0 ac_e <=>	()	Exchange
